applicant_name,age,gender,marital_status,dependents,education,employment_type,years_of_employment,monthly_income,bank_balance,existing_emi,existing_loan_amount,debt_to_income_ratio,credit_score,credit_history,previous_defaults,loan_amount_requested,loan_tenure,loan_purpose,collateral_value,property_area,loan_status
Ishaan Malhotra,50,Male,Married,1,Not Graduate,Salaried,1.1,56800.44,96747.64,12254.68,325158.98,21.57,738,1,0,829337.39,120,Education,2563.57,Rural,Y
Vihaan Joshi,26,Female,Single,1,Graduate,Unemployed,0.0,10000.0,55011.33,5712.64,121280.04,57.13,681,0,0,779796.1,300,Home,917705.12,Semiurban,N
Arjun Khanna,46,Female,Married,0,Not Graduate,Salaried,27.1,77117.38,440214.23,22228.84,1041720.59,28.82,595,1,0,6205739.23,36,Home,10474818.71,Semiurban,Y
Rahul Nair,43,Male,Married,1,Graduate,Unemployed,0.0,10154.87,33843.9,2316.04,127986.09,22.81,583,1,1,100882.92,60,Other,3170.66,Urban,N
Riya Shah,56,Male,Married,0,Graduate,Retired,30.0,45509.51,362515.42,3706.73,115155.93,8.14,590,1,0,554774.66,120,Personal,2925.05,Semiurban,Y
Sai Shah,65,Male,Married,0,Not Graduate,Salaried,14.0,74317.65,57896.37,41958.14,1219708.21,56.46,724,1,0,895653.12,180,Medical,917.0,Rural,N
Priya Patel,50,Female,Married,0,Not Graduate,Business Owner,24.3,128293.96,357166.42,23016.97,911315.55,17.94,685,0,0,3038477.54,120,Vehicle,2720026.24,Urban,Y
Kavita Nair,39,Male,Married,0,Not Graduate,Salaried,6.8,63431.44,448653.36,16539.01,812147.19,26.07,677,1,0,682005.39,360,Personal,1876.42,Urban,Y
Aditya Desai,39,Female,Married,0,Graduate,Salaried,11.7,101362.93,501561.69,21415.05,732085.18,21.13,691,1,0,1325724.29,180,Medical,1392.74,Rural,Y
Anjali Saxena,39,Female,Married,1,Graduate,Salaried,15.6,161071.13,1046642.31,62824.96,887563.74,39.0,671,0,0,580805.58,360,Education,467554.06,Urban,N
Myra Pandey,57,Female,Single,0,Not Graduate,Salaried,3.8,73343.65,224904.47,6850.96,315580.37,9.34,676,1,0,995233.44,36,Business,1070182.05,Rural,Y
Rohan Agarwal,35,Male,Married,2,Graduate,Self-Employed,5.4,29971.53,216723.47,5342.92,232586.7,17.83,579,0,2,3087718.66,36,Home,3094438.03,Semiurban,N
Ira Desai,28,Female,Married,1,Not Graduate,Salaried,1.5,80208.17,366126.24,21680.46,927383.6,27.03,688,1,0,1773880.53,240,Vehicle,2749904.57,Urban,Y
Shreya Desai,36,Female,Single,0,Graduate,Salaried,10.7,52232.61,263131.48,7977.77,169912.02,15.27,633,0,0,406881.49,24,Other,1258.72,Rural,N
Yash Verma,22,Female,Married,0,Not Graduate,Salaried,3.0,67374.73,209407.57,30016.16,699449.21,44.55,563,0,2,5314921.52,240,Business,7080680.04,Rural,N
Tara Khanna,25,Male,Married,1,Graduate,Salaried,1.0,48712.76,182475.95,17256.96,563198.45,35.43,777,1,0,510253.12,60,Vehicle,685639.71,Semiurban,Y
Aditya Verma,25,Female,Single,0,Graduate,Salaried,4.1,37849.46,224197.47,9277.53,260817.31,24.51,607,0,0,1367335.83,180,Business,1345368.57,Semiurban,N
Diya Iyer,55,Female,Married,1,Graduate,Salaried,1.8,45438.36,349830.49,4771.07,240617.95,10.5,611,1,1,1131400.09,180,Business,1756342.87,Rural,Y
Reyansh Mehta,53,Female,Married,1,Graduate,Salaried,7.5,98868.55,594721.93,63481.65,2234070.51,64.21,500,1,1,1101392.41,240,Personal,1631210.73,Semiurban,N
Myra Rao,52,Female,Single,1,Not Graduate,Business Owner,31.1,126548.65,628225.74,22733.47,1046755.5,17.96,764,0,0,2338314.98,240,Personal,2591094.94,Semiurban,Y
Divya Malhotra,41,Male,Married,0,Graduate,Self-Employed,5.2,22188.58,72867.99,5407.98,280453.1,24.37,685,0,0,1665949.51,360,Home,2867067.8,Rural,N
Saanvi Bansal,53,Male,Married,3+,Graduate,Salaried,27.7,56418.62,194006.55,4600.84,113249.69,8.15,306,0,4,191177.28,180,Medical,3122.49,Urban,N
Anika Joshi,28,Female,Single,1,Graduate,Salaried,4.7,92846.29,120445.62,14210.24,630313.14,15.31,615,0,1,541697.37,360,Vehicle,465877.57,Urban,N
Amit Nair,61,Female,Married,1,Graduate,Salaried,30.9,68234.56,469652.21,18841.66,999167.72,27.61,753,0,0,5293629.9,24,Business,637.34,Rural,Y
Kiara Reddy,43,Female,Married,0,Not Graduate,Salaried,19.0,90284.5,197503.28,19737.17,593543.25,21.86,491,1,0,1091867.57,60,Medical,4812.96,Semiurban,N
Deepak Mehta,63,Male,Married,2,Graduate,Salaried,7.9,78441.89,96594.79,20381.61,1084975.21,25.98,467,0,0,9129163.38,36,Home,9539498.45,Urban,N
Amit Malhotra,27,Male,Single,1,Not Graduate,Retired,26.3,22755.72,158372.19,9848.18,555464.65,43.28,610,1,0,172500.97,12,Vehicle,745.09,Semiurban,Y
Yash Tiwari,43,Female,Married,3+,Graduate,Salaried,22.7,108023.3,85301.79,18684.4,1028880.65,17.3,342,0,3,2211616.42,180,Vehicle,2597781.11,Rural,N
Pooja Malhotra,52,Female,Single,0,Not Graduate,Salaried,10.0,103676.09,691630.29,39658.4,1255150.64,38.25,650,0,0,1834442.04,36,Education,4383.65,Urban,Y
Vikram Iyer,43,Male,Married,0,Graduate,Salaried,16.2,64255.72,257355.58,29521.04,431566.7,45.94,489,1,0,5215500.09,60,Home,8595744.63,Semiurban,Y
Amit Desai,41,Male,Single,0,Graduate,Salaried,5.5,59871.87,305125.22,1609.12,76680.73,2.69,606,1,0,4634489.37,300,Business,3717367.14,Urban,Y
Suresh Kapoor,28,Female,Single,0,Graduate,Salaried,1.7,98362.64,657612.26,22484.16,1271985.54,22.86,575,0,0,734005.38,120,Vehicle,670476.03,Rural,N
Rahul Kumar,38,Male,Married,2,Graduate,Self-Employed,12.9,109206.13,781397.95,15382.55,448398.76,14.09,535,1,2,2655739.87,60,Vehicle,1059.42,Semiurban,Y
Anika Malhotra,31,Male,Married,0,Not Graduate,Business Owner,7.4,106221.37,133584.13,5437.6,123032.83,5.12,773,0,2,8223846.54,240,Home,902.99,Urban,Y
Navya Tiwari,34,Male,Married,0,Not Graduate,Unemployed,0.0,10000.0,66714.73,4705.26,196078.13,47.05,568,0,1,550959.43,300,Home,534755.23,Urban,N
Deepak Tiwari,51,Male,Married,0,Graduate,Salaried,0.6,62425.21,439928.22,5208.13,242047.59,8.34,556,1,0,2974477.07,240,Home,5069980.83,Rural,Y
Rohan Reddy,49,Male,Married,0,Not Graduate,Salaried,15.1,103790.19,532255.5,4018.54,209392.57,3.87,697,1,0,4444805.56,60,Business,6696220.88,Rural,Y
Aadhya Malhotra,48,Female,Single,1,Graduate,Self-Employed,29.2,23445.75,62314.12,10439.8,215682.9,44.53,637,1,0,180832.74,360,Education,1998.32,Semiurban,Y
Divya Verma,37,Female,Married,1,Graduate,Salaried,5.7,54262.03,59992.68,15464.81,503963.07,28.5,577,0,0,1035811.64,180,Vehicle,1129148.0,Urban,Y
Pari Malhotra,64,Female,Married,0,Graduate,Salaried,24.4,70041.41,133095.34,11252.46,419333.3,16.07,727,0,0,5554384.61,240,Business,9895195.61,Semiurban,Y
Aarav Iyer,24,Female,Single,0,Graduate,Retired,32.7,78579.98,237610.68,27291.9,1349766.49,34.73,745,1,0,8599480.93,300,Home,3523.51,Semiurban,Y
Vivaan Reddy,36,Male,Married,2,Graduate,Business Owner,16.5,37636.77,143751.38,12419.76,129051.23,33.0,519,1,0,3063541.03,300,Home,4223.41,Urban,Y
Aarav Kumar,26,Male,Married,0,Graduate,Salaried,2.0,79044.23,122872.5,6607.25,139779.12,8.36,771,1,0,671630.42,36,Personal,915.23,Urban,Y
Kiara Chopra,36,Male,Married,1,Graduate,Self-Employed,3.6,191539.21,438957.57,42556.26,2253779.19,22.22,713,1,0,10000000.0,180,Home,2325.38,Semiurban,Y
Sunita Khanna,64,Male,Married,1,Graduate,Self-Employed,4.3,40456.7,109478.87,13732.94,508008.86,33.94,643,1,0,754170.3,300,Personal,714624.2,Semiurban,Y
Aarav Bansal,37,Female,Married,1,Graduate,Salaried,17.5,110841.53,668965.75,41069.39,1271165.48,37.05,658,1,0,4748446.89,180,Business,898.55,Semiurban,Y
Arjun Kumar,61,Male,Married,3+,Graduate,Salaried,6.1,74957.42,74056.27,18690.2,530018.62,24.93,660,0,0,5688850.07,12,Home,9407103.16,Urban,Y
Rohan Reddy,43,Female,Married,0,Not Graduate,Self-Employed,5.3,99001.38,529503.13,7652.24,223596.3,7.73,529,1,5,962706.64,60,Vehicle,1871.4,Urban,N
Geeta Patel,52,Male,Married,2,Graduate,Business Owner,32.2,266463.95,1109219.99,106241.0,2366925.65,39.87,574,0,0,1669087.9,120,Vehicle,1462386.7,Urban,N
Lakshmi Tiwari,41,Male,Married,0,Not Graduate,Unemployed,0.0,10000.0,22870.57,4076.2,44936.56,40.76,585,1,1,173444.17,24,Vehicle,236434.24,Urban,N
Diya Gupta,32,Male,Single,0,Not Graduate,Salaried,11.4,67854.95,466025.87,12993.1,744092.95,19.15,780,1,0,2905514.9,36,Home,2354.23,Rural,Y
Vivaan Tiwari,55,Male,Single,1,Graduate,Salaried,8.3,97948.32,68809.45,13824.48,319408.15,14.11,559,1,1,2178868.67,360,Other,4014.63,Semiurban,Y
Myra Joshi,64,Female,Single,0,Graduate,Salaried,6.6,61944.79,407969.5,14834.96,222056.39,23.95,656,0,0,5762797.64,360,Home,6094608.17,Urban,N
Vihaan Mehta,32,Female,Married,1,Graduate,Salaried,1.6,90590.33,386011.07,45258.12,1446843.79,49.96,730,1,0,1256750.92,300,Medical,3059.68,Semiurban,Y
Aryan Tiwari,56,Male,Married,3+,Graduate,Salaried,16.1,87675.02,78845.58,8762.73,381453.35,9.99,590,0,0,1513856.86,360,Vehicle,4674.06,Rural,N
Kiara Khanna,32,Female,Married,0,Not Graduate,Self-Employed,4.5,116832.76,523084.51,32664.36,675685.8,27.96,688,0,1,2249318.47,300,Education,2709520.22,Semiurban,N
Vihaan Reddy,53,Female,Married,2,Graduate,Business Owner,8.0,24703.47,42970.28,7527.77,151798.68,30.47,620,0,0,2329451.41,120,Home,2522.6,Rural,N
Rajesh Verma,56,Male,Single,1,Graduate,Salaried,7.4,127707.26,667743.98,38657.58,1930092.32,30.27,667,1,0,10000000.0,60,Home,13031656.41,Semiurban,Y
Tara Singh,41,Male,Married,2,Graduate,Unemployed,0.0,11764.53,77242.54,3478.06,71185.54,29.56,600,1,0,1112667.66,240,Home,1062234.65,Rural,N
Meera Saxena,54,Male,Married,2,Not Graduate,Retired,15.7,31581.59,150315.83,10918.61,613860.62,34.57,590,0,4,284422.48,24,Personal,2252.31,Rural,N
Dhruv Bansal,33,Male,Single,0,Graduate,Self-Employed,14.4,148621.59,1018513.33,22507.83,668377.61,15.14,628,1,0,9262418.63,60,Home,12117374.8,Semiurban,Y
Sai Patel,24,Female,Single,0,Not Graduate,Salaried,0.6,69222.4,529596.66,30512.64,1819410.57,44.08,545,0,0,739839.49,36,Business,678890.39,Urban,N
Karan Desai,25,Male,Single,1,Graduate,Salaried,2.0,78921.42,627701.4,31193.78,343842.8,39.53,670,1,0,293752.79,240,Personal,2676.98,Urban,N
Deepak Nair,41,Male,Married,2,Graduate,Self-Employed,2.5,96199.09,587321.34,34491.89,365760.64,35.85,496,0,0,947545.25,480,Medical,2216.37,Urban,N
Sanjay Patel,61,Female,Married,0,Graduate,Self-Employed,23.4,62195.41,495052.88,6555.27,171138.59,10.54,841,0,0,730043.87,36,Education,1792.13,Semiurban,Y
Rahul Gupta,26,Male,Married,3+,Not Graduate,Self-Employed,6.8,13887.01,57161.94,3341.09,166046.28,24.06,787,0,3,291891.98,300,Vehicle,411692.73,Rural,Y
Sunita Desai,41,Female,Single,0,Graduate,Self-Employed,0.2,102705.42,303228.54,22595.76,1109663.33,22.0,643,1,0,7855955.54,180,Home,4203.95,Semiurban,N
Riya Iyer,52,Male,Married,1,Graduate,Self-Employed,16.8,36860.15,185278.93,10934.74,581826.52,29.67,510,1,0,754792.96,360,Vehicle,739912.53,Rural,N
Kavita Pandey,30,Male,Married,1,Not Graduate,Salaried,0.8,64420.62,115104.12,24763.34,945810.37,38.44,704,1,0,5109623.91,36,Home,9089372.61,Semiurban,Y
Reyansh Nair,53,Male,Married,1,Not Graduate,Self-Employed,32.8,67448.02,455760.52,7694.51,113502.91,11.41,720,1,0,340386.66,360,Personal,2528.5,Semiurban,Y
Karan Rao,34,Male,Married,0,Graduate,Retired,21.8,32083.59,190603.25,3537.54,110198.32,11.03,467,0,3,296147.71,36,Vehicle,316177.58,Semiurban,N
Dhruv Desai,57,Male,Married,1,Graduate,Salaried,22.3,67198.65,229296.75,34379.34,1577525.81,51.16,774,0,0,4109619.95,180,Business,4091150.79,Urban,N
Anika Singh,47,Female,Married,0,Graduate,Salaried,10.7,109478.87,769816.83,39136.12,1803020.89,35.75,649,1,3,1047991.79,12,Education,1113.81,Urban,Y
Vivaan Khanna,45,Female,Married,1,Not Graduate,Salaried,10.7,66971.69,216092.5,26796.5,582967.28,40.01,614,1,0,756056.1,120,Vehicle,658082.06,Semiurban,Y
Amit Singh,28,Female,Married,0,Graduate,Salaried,3.4,64098.29,420092.76,7989.94,126615.68,12.47,731,0,0,1113693.15,120,Personal,1042.96,Semiurban,N
Aadhya Patel,41,Male,Married,2,Graduate,Retired,16.2,85281.05,629011.94,8652.55,281156.77,10.15,641,0,2,197294.74,360,Medical,2783.66,Semiurban,Y
Kavita Desai,59,Female,Single,0,Graduate,Self-Employed,17.5,35559.66,58162.13,19166.39,464573.93,53.9,550,0,1,561938.57,360,Vehicle,2613.25,Urban,N
Myra Iyer,21,Male,Married,1,Not Graduate,Salaried,1.6,116290.76,485474.51,32707.04,657277.1,28.13,743,0,1,6905741.56,180,Home,6715930.61,Urban,Y
Krishna Kumar,55,Female,Married,2,Not Graduate,Unemployed,0.0,10000.0,10505.41,5642.1,310534.64,56.42,635,1,0,161561.43,120,Personal,236688.11,Urban,N
Shreya Mishra,43,Female,Married,1,Graduate,Salaried,16.8,52720.74,33733.36,21470.81,436716.48,40.73,722,1,0,3856310.94,360,Home,6666431.82,Rural,Y
Rajesh Khanna,53,Female,Single,0,Graduate,Salaried,23.8,65773.43,368786.23,7510.66,125890.56,11.42,899,1,0,3566596.3,36,Home,3192747.53,Urban,Y
Priya Verma,50,Male,Single,1,Graduate,Salaried,26.4,27408.73,101190.68,10109.51,141635.51,36.88,662,0,1,195313.59,180,Vehicle,318943.86,Urban,Y
Arjun Gupta,40,Female,Married,0,Graduate,Salaried,7.9,63109.77,423172.68,10336.25,468183.78,16.38,560,1,0,7557905.0,180,Home,10892680.85,Urban,Y
Anjali Mishra,34,Female,Married,1,Graduate,Business Owner,15.2,97098.5,140725.93,26568.01,1305063.93,27.36,711,1,1,1902667.76,60,Vehicle,1656.5,Urban,Y
Rekha Kapoor,49,Male,Married,1,Graduate,Self-Employed,16.0,66421.06,345980.66,30986.53,1662938.6,46.65,436,0,4,391465.21,36,Vehicle,3868.71,Urban,N
Tara Kumar,27,Female,Married,0,Not Graduate,Self-Employed,2.2,87204.19,566373.25,6372.94,298482.47,7.31,643,0,0,1328024.79,60,Personal,815.51,Semiurban,Y
Deepak Desai,47,Male,Married,1,Graduate,Self-Employed,1.5,49641.81,115702.06,21250.91,1104707.35,42.81,480,1,1,450493.0,60,Vehicle,4399.68,Urban,N
Sai Tiwari,25,Male,Single,1,Graduate,Business Owner,6.0,96052.47,669104.83,15172.21,193740.8,15.8,539,1,1,1497484.53,60,Education,3663.42,Semiurban,Y
Rekha Kumar,50,Female,Married,1,Graduate,Salaried,14.0,57749.1,103333.97,7548.09,277242.69,13.07,836,1,0,3319459.74,36,Home,3105.88,Urban,Y
Suresh Chopra,49,Female,Married,1,Not Graduate,Salaried,15.7,57550.89,103227.1,43887.4,567614.68,76.26,774,1,0,5791532.49,240,Home,6795374.14,Urban,N
Diya Chopra,24,Male,Married,0,Not Graduate,Self-Employed,1.2,78073.16,125129.97,35414.09,537276.85,45.36,678,1,1,807615.8,360,Vehicle,1431400.0,Urban,N
Meera Nair,55,Male,Married,0,Not Graduate,Business Owner,20.0,112014.94,730741.38,44978.59,825085.22,40.15,523,1,0,1432501.56,60,Education,534.97,Urban,N
Kavita Verma,39,Male,Married,0,Not Graduate,Business Owner,8.4,23628.11,134699.94,8151.33,477741.57,34.5,712,1,0,2021677.0,36,Home,3048674.21,Urban,Y
Suresh Rao,56,Male,Married,0,Graduate,Salaried,11.4,82483.06,515263.18,25381.28,1020978.18,30.77,448,1,2,1176566.33,480,Medical,1930.24,Semiurban,N
Kavita Tiwari,22,Male,Single,0,Graduate,Business Owner,2.9,211726.77,501813.09,31252.92,1573368.1,14.76,757,1,0,10000000.0,360,Home,10121687.63,Urban,Y
Rahul Khanna,29,Male,Married,0,Not Graduate,Self-Employed,4.6,40765.99,311486.82,13898.22,181564.52,34.09,823,0,0,211116.85,180,Personal,368.73,Semiurban,Y
Riya Patel,43,Female,Single,0,Graduate,Salaried,16.0,57280.79,176813.03,24690.99,289461.39,43.11,594,0,0,4899960.11,12,Home,8460777.24,Semiurban,N
Sunita Chopra,29,Male,Single,0,Graduate,Salaried,5.0,68020.17,79853.9,10640.76,605343.93,15.64,543,0,1,6124199.88,240,Home,10824874.0,Rural,N
Saanvi Mishra,35,Male,Married,2,Graduate,Salaried,13.8,91993.06,706395.11,15275.05,162386.66,16.6,713,1,0,609739.7,60,Vehicle,779222.94,Rural,Y
Diya Kapoor,50,Male,Single,0,Not Graduate,Salaried,19.5,97535.14,145594.31,9427.17,259588.02,9.67,806,0,0,196495.31,300,Personal,2910.8,Urban,Y
Rekha Kumar,27,Male,Married,1,Not Graduate,Self-Employed,3.9,17064.97,121863.53,8334.72,126803.7,48.84,300,1,0,456570.16,36,Business,529882.21,Semiurban,N
Riya Bansal,51,Male,Married,0,Graduate,Salaried,9.6,65625.31,53948.99,11773.96,559414.81,17.94,719,1,0,7678186.36,12,Home,6847805.73,Rural,Y
Vivaan Sharma,25,Male,Single,0,Graduate,Salaried,3.1,62231.45,193294.16,18197.43,433564.97,29.24,829,1,0,4896770.72,36,Home,7178618.78,Semiurban,Y
Manish Nair,28,Male,Married,0,Graduate,Salaried,9.9,48512.62,376524.1,8982.56,187865.26,18.52,625,1,1,385409.24,60,Vehicle,370376.6,Semiurban,Y
Rahul Shah,47,Male,Married,0,Graduate,Salaried,9.9,33898.47,90245.39,6424.87,300382.17,18.95,620,0,3,580355.88,300,Other,695.93,Urban,N
Geeta Desai,56,Male,Single,0,Graduate,Business Owner,0.9,148365.6,1169430.7,16121.4,936053.38,10.87,648,0,1,10000000.0,120,Home,15000000.0,Semiurban,Y
Yash Mishra,28,Female,Single,0,Graduate,Unemployed,0.0,10000.0,37534.96,4698.8,113259.61,46.99,758,0,0,221719.68,360,Vehicle,395568.65,Rural,N
Priya Joshi,34,Male,Married,0,Not Graduate,Salaried,10.1,68120.46,44222.19,7520.81,284918.86,11.04,726,0,0,2937788.56,180,Business,2874.56,Semiurban,Y
Sanjay Malhotra,62,Male,Single,0,Not Graduate,Salaried,1.0,84493.04,528453.92,46972.68,1551209.69,55.59,811,1,0,1330873.96,180,Personal,1065.09,Semiurban,Y
Arjun Gupta,65,Male,Married,0,Graduate,Self-Employed,1.6,93057.95,107042.07,32606.21,1407307.2,35.04,654,1,0,8703749.56,36,Home,14099023.45,Semiurban,Y
Ananya Desai,47,Male,Married,0,Graduate,Salaried,19.5,59319.52,238440.83,6074.47,196700.16,10.24,654,1,0,418867.4,240,Vehicle,2078.48,Urban,Y
Yash Iyer,41,Male,Married,0,Graduate,Salaried,14.5,86726.96,123583.41,41303.38,1473390.39,47.62,706,1,0,5463685.03,24,Home,7555327.21,Urban,N
Karan Mishra,36,Female,Married,0,Graduate,Salaried,13.0,110740.21,498237.14,28859.57,994196.13,26.06,743,1,0,10000000.0,36,Home,14645602.77,Urban,Y
Manish Saxena,48,Male,Married,0,Not Graduate,Self-Employed,27.7,57735.48,268446.18,10537.54,563299.86,18.25,797,0,0,6715518.97,24,Home,3706.52,Semiurban,Y
Tara Singh,47,Male,Single,1,Graduate,Self-Employed,13.8,41821.0,78547.72,27376.52,1631661.25,65.46,543,0,1,312988.62,60,Personal,1606.63,Rural,N
Vihaan Nair,34,Male,Married,1,Graduate,Business Owner,14.3,141774.25,835081.64,43070.49,1687891.88,30.38,638,1,0,881574.04,240,Personal,1517281.93,Urban,Y
Riya Desai,22,Male,Single,0,Not Graduate,Salaried,2.3,100599.3,461687.12,17708.15,1054652.28,17.6,676,1,0,6278060.9,180,Home,4661.62,Urban,Y
Ishaan Malhotra,27,Female,Single,0,Graduate,Salaried,7.9,96571.77,140065.97,5699.68,277940.82,5.9,623,1,0,682316.8,360,Other,621.46,Semiurban,Y
Meera Shah,64,Male,Married,1,Graduate,Salaried,34.6,79618.08,377736.42,29435.71,703565.54,36.97,627,1,0,618519.75,60,Personal,3781.19,Semiurban,Y
Aarav Agarwal,39,Male,Single,1,Graduate,Salaried,4.9,79336.15,132733.92,32960.71,1040198.74,41.55,645,0,0,1585058.63,12,Personal,1861.0,Semiurban,N
Tara Khanna,42,Male,Married,3+,Graduate,Salaried,17.4,110865.49,856957.03,37424.64,2133280.14,33.76,682,0,0,623047.17,24,Medical,3609.81,Urban,Y
Kiara Shah,42,Male,Single,0,Not Graduate,Business Owner,21.2,73202.56,362222.06,20248.63,381021.59,27.66,709,1,1,1097091.41,120,Education,1985.02,Semiurban,Y
Arjun Chopra,56,Male,Married,0,Not Graduate,Unemployed,0.0,10000.0,79869.35,3489.26,76055.39,34.89,572,1,1,441562.98,180,Home,494069.92,Rural,N
Rahul Rao,23,Male,Married,3+,Not Graduate,Business Owner,0.1,196502.36,1478187.32,46290.71,1436630.96,23.56,472,1,0,10000000.0,24,Home,8255924.55,Rural,N
Navya Rao,24,Male,Single,0,Graduate,Unemployed,0.0,10000.0,63842.91,892.89,33022.7,8.93,511,1,0,78889.16,36,Vehicle,65966.36,Urban,N
Divya Reddy,33,Male,Married,0,Graduate,Self-Employed,2.5,103276.16,61339.85,31089.14,1481698.9,30.1,730,1,0,6680450.55,60,Home,354.5,Rural,Y
Kiara Chopra,42,Female,Married,0,Graduate,Salaried,10.9,60708.96,202391.43,24953.39,1044452.16,41.1,492,1,1,6782581.31,24,Home,9231108.57,Urban,N
Myra Bansal,51,Male,Married,0,Graduate,Unemployed,0.0,10000.0,63208.72,2444.28,105310.92,24.44,693,1,0,123926.82,300,Vehicle,1353.78,Semiurban,N
Amit Nair,43,Male,Married,1,Not Graduate,Salaried,22.3,82526.96,59081.49,30925.83,1769418.84,37.47,679,0,0,6572219.11,12,Home,7630664.44,Semiurban,Y
Reyansh Singh,40,Female,Single,0,Graduate,Salaried,2.5,20681.4,112173.88,6832.96,151852.05,33.04,687,1,1,2367403.23,360,Home,3286451.05,Urban,N
Pooja Chopra,63,Male,Married,2,Not Graduate,Unemployed,0.0,10000.0,12866.0,3733.88,137516.43,37.34,626,1,0,115329.48,120,Vehicle,3000.68,Semiurban,N
Aadhya Rao,28,Female,Married,1,Graduate,Self-Employed,1.5,19313.71,20542.05,9109.13,487692.11,47.16,577,0,3,271634.98,180,Medical,4012.33,Urban,N
Kiara Chopra,46,Female,Married,0,Not Graduate,Unemployed,0.0,10000.0,47381.77,2320.77,37387.93,23.21,478,0,0,150852.86,24,Personal,2534.97,Urban,N
Navya Desai,45,Male,Married,2,Graduate,Business Owner,16.5,33894.56,102138.2,3788.56,138874.09,11.18,722,0,3,2773643.41,240,Home,3758491.57,Semiurban,Y
Karan Iyer,42,Male,Single,0,Graduate,Business Owner,6.7,251023.7,1367012.16,158227.03,3000000.0,63.03,757,1,0,4193865.48,180,Personal,4692.78,Semiurban,Y
Vikram Sharma,57,Female,Married,0,Graduate,Salaried,10.0,56968.81,435743.1,3324.16,74623.86,5.84,525,1,0,390758.32,12,Vehicle,440658.65,Rural,Y
Vikram Nair,33,Male,Married,1,Graduate,Business Owner,4.4,365441.34,1456305.5,193095.65,3000000.0,52.84,689,1,0,10000000.0,36,Home,8207358.71,Semiurban,Y
Aditya Mehta,63,Male,Married,2,Graduate,Salaried,15.7,97700.33,683997.38,19918.33,903731.76,20.39,620,1,0,1873694.08,360,Education,3717.23,Rural,Y
Karan Agarwal,35,Male,Married,0,Graduate,Salaried,0.8,66098.09,171421.89,39781.36,1874388.59,60.19,695,0,0,1895648.19,120,Business,328.99,Urban,N
Saanvi Singh,45,Male,Single,0,Graduate,Unemployed,0.0,10000.0,23671.86,6778.9,346580.16,67.79,603,0,0,648787.96,36,Home,132.66,Semiurban,N
Dhruv Shah,44,Female,Married,1,Not Graduate,Business Owner,9.8,302726.93,1661849.56,69355.09,2219830.23,22.91,585,1,0,1171167.49,360,Personal,2668.74,Urban,Y
Priya Singh,59,Female,Married,0,Graduate,Salaried,21.6,92193.67,680016.25,20374.9,489359.19,22.1,719,1,1,1145031.18,240,Personal,2751.85,Semiurban,Y
Rahul Gupta,40,Female,Married,1,Not Graduate,Self-Employed,3.1,62749.97,284309.11,2749.7,128134.49,4.38,722,1,0,794381.84,180,Personal,654.23,Urban,Y
Anjali Saxena,33,Female,Married,1,Not Graduate,Salaried,10.8,109843.0,816707.1,60071.2,1302807.0,54.69,790,1,0,677523.96,180,Education,2179.39,Rural,N
Kiara Shah,21,Female,Single,0,Graduate,Unemployed,0.0,10000.0,76010.9,1088.16,32367.55,10.88,603,1,0,518339.36,24,Home,510189.4,Urban,Y
Karan Pandey,37,Male,Married,0,Not Graduate,Self-Employed,2.0,15476.9,12030.67,1631.63,19671.94,10.54,690,1,0,90270.61,36,Other,892.48,Semiurban,Y
Aadhya Agarwal,58,Female,Single,0,Graduate,Salaried,23.2,109872.44,304339.64,18352.33,726227.88,16.7,723,0,0,9240189.38,300,Home,13378299.13,Semiurban,Y
